ApplicantID,Age,AnnualIncome,EmploymentType,CreditScore,LoanAmount,LoanTermMonths,NumExistingLoans,HomeOwnership,MaritalStatus,LoanPurpose,DebtToIncomeRatio,LoanDefault
LN5843,37,36427.52,Unemployed,369.0,19582.17,12,0,Own,Divorced,Home Improvement,0.661,1
LN5844,59,69463.13,Unemployed,669.0,26701.68,60,2,Rent,Single,Debt Consolidation,0.365,0
LN5845,42,88541.52,Salaried,626.0,5348.81,36,1,Mortgage,Single,Home Improvement,0.077,0
LN5846,46,65660.42,Salaried,686.0,13282.21,36,1,Own,Divorced,Education,0.19,0
LN5847,64,61379.3,Salaried,627.0,24221.31,48,2,Mortgage,Single,Education,0.499,0
LN5848,45,33405.4,Salaried,832.0,10767.64,48,3,Own,Married,Business,0.413,0
LN5849,37,54497.41,Unemployed,671.0,27333.33,48,0,Rent,Divorced,Home Improvement,0.438,0
LN5850,33,32528.74,Salaried,610.0,12281.26,36,2,Mortgage,Married,Debt Consolidation,0.486,0
LN5851,40,48435.39,Business Owner,680.0,9748.85,36,1,Mortgage,Single,Other,0.17,0
LN5852,45,21587.43,Salaried,611.0,28287.41,12,1,Rent,Single,Education,1.191,1
LN5853,24,21670.8,Unemployed,658.0,7629.27,60,1,Rent,Single,Debt Consolidation,0.36,0
LN5854,30,44554.84,Salaried,540.0,8647.78,36,3,Rent,Married,Medical,0.252,0
LN5855,23,37263.89,Business Owner,649.0,7806.19,24,2,Rent,Married,Business,0.219,0
LN5856,61,51709.33,Salaried,607.0,6730.76,60,0,Rent,Married,Debt Consolidation,0.14,0
LN5857,38,45826.4,Self-Employed,549.0,14644.5,60,1,Own,Married,Business,0.367,0
LN5858,56,49766.4,Salaried,828.0,9820.62,60,1,Rent,Married,Medical,0.253,0
LN5859,42,66456.56,Salaried,552.0,17910.96,48,1,Rent,Married,Debt Consolidation,0.321,0
LN5860,54,38885.06,Unemployed,651.0,4718.36,60,0,Mortgage,Divorced,Debt Consolidation,0.111,0
LN5861,28,43926.72,Unemployed,578.0,6812.21,24,1,Rent,Single,Other,0.148,0
LN5862,60,101469.2,Business Owner,677.0,13779.64,48,1,Rent,Married,Medical,0.115,0
LN5863,64,49096.45,Self-Employed,535.0,32267.26,48,4,Own,Married,Home Improvement,0.738,1
LN5864,39,44819.33,Business Owner,726.0,16765.88,24,1,Own,Single,Debt Consolidation,0.333,0
LN5865,62,51085.52,Salaried,833.0,9380.29,12,2,Rent,Single,Other,0.171,0
LN5866,61,45221.04,Salaried,574.0,5465.88,60,1,Mortgage,Single,Debt Consolidation,0.15,1
LN5867,57,34379.44,Salaried,760.0,9056.99,24,1,Mortgage,Married,Other,0.254,0
LN5868,26,29761.92,Self-Employed,616.0,13023.48,48,1,Rent,Single,Education,0.474,0
LN5869,46,33465.97,Salaried,786.0,3246.67,12,2,Mortgage,Divorced,Home Improvement,0.097,0
LN5870,54,75845.95,Salaried,847.0,6450.92,12,0,Own,Married,Debt Consolidation,0.071,0
LN5871,26,35776.53,Self-Employed,629.0,8582.38,36,0,Rent,Divorced,Medical,0.235,0
LN5872,57,45366.88,Business Owner,646.0,11447.82,24,2,Rent,Single,Business,0.253,1
LN5873,53,69589.44,Salaried,735.0,12931.2,36,2,Own,Single,Medical,0.232,0
LN5874,42,42650.93,Salaried,670.0,9260.19,36,2,Rent,Single,Home Improvement,0.209,0
LN5875,41,67284.2,Salaried,695.0,18097.41,12,2,Own,Single,Education,0.266,0
LN5876,26,22688.27,Salaried,619.0,14397.71,24,4,Mortgage,Divorced,Education,0.756,1
LN5877,26,45878.03,Salaried,570.0,10699.6,24,0,Own,Single,Education,0.275,0
LN5878,24,50993.22,Self-Employed,754.0,19658.5,24,2,Rent,Married,Other,0.462,0
LN5879,50,49591.23,Self-Employed,679.0,18716.57,48,0,Mortgage,Single,Medical,0.482,0
LN5880,31,21451.3,Self-Employed,520.0,5584.34,36,0,Mortgage,Married,Business,0.312,1
LN5881,50,89460.85,Salaried,712.0,13105.45,12,1,Rent,Married,Business,0.147,0
LN5882,51,31973.53,Business Owner,694.0,22791.8,36,2,Own,Married,Other,0.863,1
LN5883,44,57960.59,Salaried,621.0,25197.34,12,0,Rent,Married,Debt Consolidation,0.458,0
LN5884,29,49216.4,Salaried,796.0,16689.67,12,0,Mortgage,Single,Other,0.318,0
LN5885,23,80971.68,Business Owner,594.0,11614.7,24,0,Rent,Divorced,Business,0.136,0
LN5886,51,146348.26,Salaried,635.0,17202.19,48,0,Mortgage,Married,Business,0.107,0
LN5887,60,25714.69,Salaried,719.0,21691.25,60,1,Own,Married,Debt Consolidation,0.736,0
LN5888,57,35438.11,Business Owner,657.0,14321.24,48,0,Own,Married,Medical,0.361,0
LN5889,56,53881.7,Salaried,525.0,15323.8,24,0,Rent,Divorced,Medical,0.236,0
LN5890,44,28206.94,Self-Employed,667.0,11500.18,24,0,Rent,Married,Home Improvement,0.507,0
LN5891,51,72481.84,Salaried,613.0,5990.49,36,4,Mortgage,Married,Medical,0.105,1
LN5892,26,74733.69,Self-Employed,727.0,12032.68,48,1,Rent,Married,Education,0.176,0
LN5893,22,64843.02,Salaried,664.0,8899.33,60,1,Mortgage,Single,Education,0.167,0
LN5894,40,55176.41,Salaried,659.0,8916.4,12,1,Rent,Married,Home Improvement,0.144,0
LN5895,48,97231.93,Self-Employed,556.0,31580.68,12,1,Rent,Married,Business,0.406,1
LN5896,31,27506.77,Salaried,629.0,23645.65,36,1,Rent,Married,Home Improvement,0.905,0
LN5897,24,50646.94,Salaried,737.0,4836.28,48,2,Rent,Married,Debt Consolidation,0.08,0
LN5898,35,33880.62,Salaried,580.0,6967.92,48,2,Rent,Single,Home Improvement,0.179,0
LN5899,26,76493.28,Salaried,647.0,10741.42,36,3,Own,Married,Home Improvement,0.134,0
LN5900,50,19600.87,Salaried,566.0,9096.28,60,2,Rent,Divorced,Other,0.381,0
LN5901,58,48337.26,Salaried,543.0,16162.53,36,1,Rent,Divorced,Education,0.319,0
LN5902,22,57966.43,Unemployed,642.0,6335.02,60,0,Rent,Single,Debt Consolidation,0.091,0
LN5903,35,30523.55,Salaried,666.0,23744.81,60,2,Mortgage,Married,Other,0.714,1
LN5904,31,35843.05,Salaried,829.0,13011.6,48,0,Own,Married,Debt Consolidation,0.339,0
LN5905,28,49399.2,Salaried,609.0,10891.01,24,1,Mortgage,Married,Home Improvement,0.286,0
LN5906,46,79027.26,Salaried,645.0,13245.44,24,3,Rent,Married,Other,0.154,0
LN5907,64,29247.97,Unemployed,537.0,10399.31,36,3,Own,Divorced,Other,0.327,0
LN5908,25,31913.2,Salaried,705.0,3950.57,36,1,Mortgage,Married,Debt Consolidation,0.142,0
LN5909,26,86059.47,Unemployed,686.0,13455.67,48,1,Mortgage,Married,Debt Consolidation,0.192,0
LN5910,46,42766.58,Salaried,784.0,11020.94,12,0,Mortgage,Single,Medical,0.256,0
LN5911,24,50642.455,Self-Employed,750.0,7535.09,24,0,Mortgage,Single,Debt Consolidation,0.281,0
LN5912,39,70568.73,Salaried,682.0,25808.47,48,0,Own,Single,Other,0.355,0
LN5913,40,38403.41,Business Owner,608.0,19963.54,12,0,Rent,Divorced,Business,0.467,0
LN5914,53,81937.4,Self-Employed,668.0,57717.4,24,1,Rent,Married,Debt Consolidation,0.68,0
LN5915,40,35176.72,Salaried,640.0,22046.23,24,1,Own,Married,Education,0.692,0
LN5916,32,45261.08,Salaried,736.0,9080.99,36,2,Rent,Married,Medical,0.197,0
LN5917,21,78628.21,Salaried,724.0,7758.36,24,1,Rent,Married,Education,0.112,0
LN5918,46,43777.25,Unemployed,646.0,9931.0,48,2,Own,Married,Education,0.208,0
LN5919,34,71541.05,Salaried,518.0,8955.5,36,1,Mortgage,Single,Business,0.144,0
LN5920,58,47440.24,Salaried,770.0,14260.8,60,1,Rent,Married,Medical,0.293,0
LN5921,57,132038.11,Business Owner,702.0,5306.68,36,1,Mortgage,Single,Home Improvement,0.041,0
LN5922,31,107407.93,Salaried,621.0,19699.96,24,0,Rent,Single,Other,0.198,0
LN5923,56,25234.11,Unemployed,699.0,14111.11,12,0,Mortgage,Single,Other,0.639,0
LN5924,33,63647.91,Self-Employed,646.0,18388.46,12,0,Own,Single,Debt Consolidation,0.266,0
LN5925,63,32591.21,Self-Employed,769.0,6724.5,36,1,Rent,Single,Other,0.251,0
LN5926,23,53946.79,Business Owner,476.0,15490.98,12,1,Own,Married,Business,0.333,1
LN5927,53,50725.57,Salaried,614.0,29129.48,24,0,Rent,Single,Other,0.527,0
LN5928,26,28920.52,Salaried,794.0,7972.04,36,1,Own,Married,Business,0.355,0
LN5929,30,83219.94,Salaried,701.0,7842.29,24,1,Mortgage,Single,Home Improvement,0.107,0
LN5930,25,54265.91,Salaried,810.0,20479.39,24,1,Mortgage,Single,Business,0.387,0
LN5931,43,42516.97,Self-Employed,540.0,7469.4,48,2,Own,Married,Home Improvement,0.154,1
LN5932,30,39377.31,Unemployed,746.0,11614.73,60,1,Mortgage,Divorced,Home Improvement,0.315,0
LN5933,64,52569.35,Salaried,741.0,32384.64,12,0,Own,Divorced,Home Improvement,0.544,0
LN5934,22,47508.68,Salaried,499.0,7909.33,24,3,Mortgage,Divorced,Business,0.134,0
LN5935,33,46051.34,Unemployed,623.0,33747.62,60,1,Rent,Married,Home Improvement,0.736,0
LN5936,60,15000.0,Salaried,646.0,10921.96,12,0,Own,Married,Business,0.845,0
LN5937,22,49436.55,Salaried,504.0,6817.71,60,3,Rent,Married,Medical,0.124,0
LN5938,40,23843.31,Salaried,625.0,19191.5,12,0,Own,Married,Home Improvement,0.975,0
LN5939,21,44146.71,Unemployed,729.0,14251.95,48,3,Own,Single,Business,0.311,0
LN5940,57,24287.52,Self-Employed,615.0,13465.8,24,2,Rent,Married,Business,0.567,1
LN5941,29,24143.03,Business Owner,672.0,8423.4,60,2,Mortgage,Single,Business,0.414,0
LN5942,37,90904.15,Business Owner,672.0,14189.7,24,0,Mortgage,Married,Debt Consolidation,0.174,0
LN5943,29,41770.85,Salaried,649.0,3863.86,36,1,Own,Married,Debt Consolidation,0.088,0
LN5944,31,40201.88,Salaried,587.0,15233.6,12,1,Rent,Single,Home Improvement,0.376,0
LN5945,35,62396.35,Business Owner,709.0,29095.81,24,0,Rent,Single,Other,0.444,0
LN5946,44,40729.37,Salaried,507.0,4631.99,48,2,Own,Single,Medical,0.125,1
LN5947,58,140351.19,Business Owner,651.0,10466.5,36,1,Mortgage,Divorced,Other,0.072,0
LN5948,55,42765.63,Unemployed,775.0,7904.73,60,0,Rent,Single,Home Improvement,0.215,0
LN5949,50,58839.15,Self-Employed,610.0,5395.75,36,0,Mortgage,Single,Education,0.1,1
LN5950,51,79655.84,Self-Employed,585.0,3898.22,48,0,Own,Divorced,Education,0.043,0
LN5951,25,109220.78,Business Owner,715.0,6578.08,36,4,Mortgage,Married,Medical,0.058,0
LN5952,64,33826.4,Business Owner,665.0,11551.54,60,5,Own,Single,Medical,0.311,1
LN5953,34,39775.97,Salaried,717.0,26621.71,60,3,Mortgage,Single,Medical,0.666,0
LN5954,31,92715.96,Salaried,653.0,5358.14,24,2,Rent,Single,Debt Consolidation,0.061,0
LN5955,29,73499.3,Salaried,435.0,15940.78,48,1,Mortgage,Single,Debt Consolidation,0.228,0
LN5956,54,83917.38,Self-Employed,756.0,15241.62,48,1,Mortgage,Single,Education,0.214,0
LN5957,32,24726.92,Salaried,836.0,36431.09,24,1,Rent,Married,Medical,1.318,0
LN5958,55,106297.8,Self-Employed,766.0,18818.94,36,1,Mortgage,Married,Business,0.225,0
LN5959,55,33499.85,Salaried,332.0,19480.31,12,0,Mortgage,Married,Other,0.565,1
LN5960,21,53968.0,Self-Employed,691.0,20324.46,48,0,Mortgage,Married,Education,0.358,0
LN5961,60,45519.16,Salaried,608.0,7672.98,24,0,Rent,Single,Medical,0.193,0
LN5962,42,31595.14,Self-Employed,552.0,9474.0,12,2,Mortgage,Single,Business,0.361,0
LN5963,49,24190.91,Salaried,661.0,26111.23,36,0,Mortgage,Married,Medical,1.068,0
LN5964,28,20497.86,Salaried,637.0,3903.08,36,1,Rent,Single,Home Improvement,0.223,0
LN5965,31,52026.54,Salaried,696.0,8871.63,48,2,Rent,Divorced,Business,0.212,0
LN5966,61,22864.49,Self-Employed,655.0,6012.01,60,0,Rent,Married,Other,0.311,0
LN5967,57,27808.37,Salaried,549.0,15375.74,36,1,Mortgage,Married,Home Improvement,0.452,1
LN5968,34,43957.65,Salaried,598.0,10373.76,12,0,Mortgage,Single,Debt Consolidation,0.286,0
LN5969,50,15000.0,Unemployed,584.0,19449.61,48,0,Own,Single,Education,1.48,1
LN5970,55,72365.86,Self-Employed,496.0,12514.0,36,2,Mortgage,Married,Medical,0.196,1
LN5971,41,15000.0,Unemployed,527.0,5283.5,36,1,Rent,Married,Education,0.416,1
LN5972,57,47160.59,Salaried,631.0,5432.09,24,1,Mortgage,Single,Other,0.149,0
LN5973,25,49390.31,Salaried,778.0,13311.33,36,2,Rent,Divorced,Medical,0.274,0
LN5974,39,64153.3,Business Owner,602.0,8411.2,24,0,Own,Single,Home Improvement,0.109,0
LN5975,34,48009.76,Salaried,582.0,9705.23,48,0,Mortgage,Single,Business,0.208,1
LN5976,46,134450.85,Self-Employed,544.0,23459.93,36,0,Rent,Married,Business,0.144,0
LN5977,24,54620.17,Salaried,653.0,21066.08,48,2,Mortgage,Married,Medical,0.365,0
LN5978,45,83017.46,Salaried,756.0,39286.66,36,0,Rent,Divorced,Home Improvement,0.517,0
LN5979,62,34141.49,Salaried,830.0,11050.14,24,2,Rent,Married,Medical,0.309,0
LN5980,45,52071.78,Salaried,676.0,9093.47,48,1,Own,Single,Medical,0.2,0
LN5981,38,106274.97,Salaried,663.0,17169.9,36,1,Own,Married,Medical,0.196,0
LN5982,60,43527.68,Salaried,646.0,9542.62,24,2,Own,Single,Business,0.221,0
LN5983,28,53966.43,Unemployed,616.0,9731.89,36,0,Rent,Married,Other,0.225,1
LN5984,59,80051.6,Salaried,707.0,11834.08,24,3,Mortgage,Married,Medical,0.124,0
LN5985,60,33822.63,Self-Employed,622.0,36013.51,48,1,Rent,Single,Business,1.299,0
LN5986,34,16634.26,Business Owner,635.0,20381.43,36,1,Mortgage,Married,Debt Consolidation,1.48,1
LN5987,52,55702.86,Self-Employed,648.0,21704.88,48,0,Rent,Married,Home Improvement,0.374,0
LN5988,58,80365.04,Salaried,597.0,35056.37,12,5,Rent,Married,Debt Consolidation,0.414,1
LN5989,53,24941.22,Self-Employed,643.0,22960.25,24,0,Mortgage,Married,Medical,0.877,0
LN5990,43,68535.69,Self-Employed,468.0,6776.1,60,0,Mortgage,Single,Business,0.119,0
LN5991,35,68767.27,Self-Employed,699.0,22752.48,48,1,Own,Single,Home Improvement,0.402,1
LN5992,53,15728.85,Business Owner,850.0,24552.11,24,1,Mortgage,Single,Education,1.48,0
LN5993,45,30695.02,Unemployed,600.0,19754.15,24,2,Mortgage,Single,Home Improvement,0.706,1
LN5994,37,40218.63,Self-Employed,684.0,11881.46,24,0,Mortgage,Married,Home Improvement,0.257,0
LN5995,53,44810.06,Salaried,727.0,18542.1,36,1,Rent,Divorced,Medical,0.428,0
LN5996,22,33807.33,Self-Employed,765.0,13198.47,48,1,Rent,Married,Debt Consolidation,0.507,0
LN5997,34,32908.91,Salaried,626.0,7429.0,48,0,Rent,Married,Debt Consolidation,0.199,0
LN5998,60,113067.63,Business Owner,488.0,8623.27,36,2,Mortgage,Married,Education,0.097,0
LN5999,60,46454.12,Salaried,674.0,20378.46,48,1,Rent,Single,Medical,0.532,0
LN6000,59,34630.09,Salaried,662.0,7758.22,36,0,Mortgage,Divorced,Home Improvement,0.288,0
LN6001,26,48022.04,Business Owner,619.0,8209.67,12,1,Own,Divorced,Other,0.152,0
LN6002,26,64122.17,Self-Employed,638.0,20994.81,36,1,Mortgage,Married,Debt Consolidation,0.297,0
LN6003,23,50302.66,Salaried,663.0,14476.38,60,0,Own,Single,Debt Consolidation,0.233,0
LN6004,27,44229.01,Salaried,683.0,18888.64,48,1,Mortgage,Married,Business,0.496,0
LN6005,28,35418.57,Business Owner,679.0,6390.64,36,4,Mortgage,Single,Home Improvement,0.202,1
LN6006,62,35204.69,Salaried,630.0,18576.59,36,3,Rent,Married,Medical,0.469,0
LN6007,35,36355.32,Business Owner,685.0,8991.03,60,1,Mortgage,Married,Debt Consolidation,0.296,0
LN6008,49,58070.17,Salaried,624.0,7258.07,36,1,Rent,Single,Medical,0.119,0
LN6009,53,29819.27,Business Owner,708.0,9865.44,24,0,Own,Divorced,Home Improvement,0.287,0
LN6010,50,59672.98,Business Owner,594.0,30249.62,60,1,Own,Divorced,Home Improvement,0.513,0
LN6011,59,99359.25,Salaried,657.0,10735.67,48,0,Mortgage,Divorced,Debt Consolidation,0.091,0
LN6012,47,57690.84,Salaried,504.0,50052.84,24,0,Rent,Married,Education,0.808,1
LN6013,56,40749.84,Salaried,617.0,3876.52,36,1,Own,Single,Medical,0.094,0
LN6014,49,25615.08,Self-Employed,701.0,5282.91,36,1,Own,Married,Medical,0.253,0
LN6015,58,107910.06,Salaried,557.0,29569.87,12,1,Mortgage,Married,Business,0.328,1
LN6016,53,27309.53,Self-Employed,621.0,34384.55,60,1,Mortgage,Single,Home Improvement,1.286,0
LN6017,57,74927.86,Salaried,434.0,7957.94,36,5,Rent,Married,Home Improvement,0.123,0
LN6018,47,67457.9,Salaried,527.0,13923.54,48,5,Mortgage,Married,Debt Consolidation,0.224,0
LN6019,53,43547.85,Salaried,550.0,20482.25,24,3,Own,Single,Debt Consolidation,0.456,1
LN6020,24,42980.88,Salaried,659.0,11642.0,36,2,Rent,Single,Debt Consolidation,0.315,0
LN6021,42,19577.66,Self-Employed,680.0,14616.7,12,1,Mortgage,Single,Business,0.852,0
LN6022,22,57816.67,Business Owner,645.0,13447.65,48,2,Rent,Married,Education,0.258,0
LN6023,30,66833.73,Self-Employed,616.0,5492.46,36,1,Rent,Married,Debt Consolidation,0.091,0
LN6024,25,28437.39,Salaried,616.0,10863.93,36,0,Rent,Single,Debt Consolidation,0.436,0
LN6025,30,45346.54,Unemployed,714.0,13459.21,12,3,Mortgage,Divorced,Other,0.295,0
LN6026,53,49957.65,Self-Employed,669.0,14212.44,24,2,Rent,Single,Debt Consolidation,0.351,0
LN6027,58,65662.7,Unemployed,620.0,4730.07,12,0,Mortgage,Married,Business,0.063,0
LN6028,33,49114.1,Salaried,766.0,20998.71,24,0,Rent,Married,Medical,0.531,0
LN6029,51,21738.5,Salaried,825.0,14439.12,36,1,Mortgage,Married,Education,0.645,0
LN6030,56,37610.22,Salaried,538.0,7092.32,36,0,Mortgage,Single,Medical,0.163,0
LN6031,44,50642.455,Self-Employed,697.0,39318.03,36,3,Rent,Divorced,Other,0.789,0
LN6032,35,74664.81,Salaried,850.0,10851.4,36,0,Own,Divorced,Home Improvement,0.144,0
LN6033,49,35996.67,Salaried,675.0,11282.54,24,1,Rent,Married,Home Improvement,0.379,1
LN6034,28,146360.05,Salaried,660.0,19634.15,24,2,Rent,Married,Debt Consolidation,0.136,0
LN6035,25,19010.82,Self-Employed,645.0,41373.7,12,2,Mortgage,Single,Other,1.48,1
LN6036,49,36980.64,Self-Employed,694.0,20102.99,48,3,Mortgage,Married,Medical,0.519,1
LN6037,24,47027.28,Salaried,718.0,21931.21,36,1,Mortgage,Married,Business,0.422,0
LN6038,32,44339.24,Salaried,538.0,7324.84,24,0,Rent,Married,Education,0.164,1
LN6039,22,26474.28,Self-Employed,648.0,14075.29,24,1,Own,Married,Medical,0.587,0
LN6040,47,61324.26,Unemployed,446.0,9707.39,48,1,Mortgage,Married,Other,0.179,0
LN6041,51,59015.01,Self-Employed,631.0,20383.44,48,0,Rent,Single,Other,0.376,0
LN6042,56,50210.56,Unemployed,569.0,21551.04,36,0,Rent,Single,Medical,0.555,0
LN6043,56,57868.12,Business Owner,681.0,35594.19,36,2,Rent,Single,Education,0.705,0
LN6044,46,39660.53,Self-Employed,501.0,3659.18,24,1,Rent,Single,Medical,0.117,0
LN6045,63,21836.07,Salaried,604.0,9151.32,60,1,Own,Married,Medical,0.36,1
LN6046,47,34258.16,Self-Employed,737.0,29148.23,48,2,Mortgage,Married,Education,0.707,0
LN6047,25,53025.45,Self-Employed,589.0,5762.24,24,1,Own,Married,Business,0.104,0
LN6048,40,53176.52,Self-Employed,479.0,21663.64,48,2,Rent,Married,Other,0.354,1
LN6049,31,50045.58,Salaried,673.0,26381.03,48,1,Rent,Married,Education,0.56,0
LN6050,30,64495.72,Salaried,597.0,13134.48,24,0,Rent,Single,Debt Consolidation,0.216,0
LN6051,60,36659.47,Salaried,633.0,5693.73,36,0,Rent,Single,Debt Consolidation,0.169,0
LN6052,58,49679.15,Salaried,584.0,12420.31,24,0,Mortgage,Single,Debt Consolidation,0.293,0
LN6053,26,65254.25,Salaried,828.0,32055.01,12,1,Own,Married,Debt Consolidation,0.632,0
LN6054,28,46983.66,Business Owner,510.0,33637.96,48,2,Mortgage,Single,Home Improvement,0.887,1
LN6055,43,26326.68,Salaried,850.0,15134.44,24,1,Own,Single,Business,0.494,0
LN6056,46,30310.69,Salaried,646.0,7432.8,48,2,Rent,Married,Home Improvement,0.238,0
LN6057,63,74267.31,Salaried,667.0,37912.58,60,0,Own,Divorced,Medical,0.474,1
LN6058,32,98344.91,Self-Employed,598.0,21863.06,12,4,Rent,Married,Medical,0.198,1
LN6059,46,88224.64,Salaried,595.0,7731.78,36,1,Rent,Married,Education,0.094,0
LN6060,33,55054.45,Salaried,579.0,16407.79,48,0,Mortgage,Married,Debt Consolidation,0.321,0
LN6061,60,26861.08,Self-Employed,704.0,15963.32,48,3,Own,Married,Education,0.543,1
LN6062,38,48865.37,Salaried,523.0,9117.24,48,0,Mortgage,Married,Medical,0.216,0
LN6063,45,107058.17,Unemployed,683.0,16462.89,24,2,Mortgage,Married,Debt Consolidation,0.179,0
LN6064,53,66785.7,Unemployed,453.0,25944.43,36,1,Rent,Single,Other,0.315,0
LN6065,60,44190.33,Salaried,675.0,11184.12,36,3,Own,Single,Business,0.253,0
LN6066,63,67125.05,Salaried,726.0,27583.18,60,2,Rent,Single,Medical,0.512,0
LN6067,32,25985.72,Self-Employed,535.0,4660.08,24,1,Rent,Married,Other,0.19,1
LN6068,64,34619.22,Salaried,711.0,50562.23,60,1,Own,Divorced,Education,1.422,0
LN6069,56,28506.98,Salaried,655.0,13827.45,24,1,Rent,Single,Other,0.45,0
LN6070,24,61993.57,Salaried,794.0,25433.25,60,1,Rent,Single,Education,0.378,0
LN6071,25,70056.11,Unemployed,573.0,15232.2,36,1,Rent,Divorced,Medical,0.185,0
LN6072,57,45391.81,Salaried,850.0,8150.92,36,3,Own,Married,Home Improvement,0.217,1
LN6073,28,31682.99,Self-Employed,435.0,13071.3,36,2,Own,Married,Business,0.348,1
LN6074,62,48539.13,Self-Employed,620.0,4248.48,24,1,Own,Divorced,Other,0.083,0
LN6075,48,38434.47,Salaried,497.0,20191.81,24,1,Mortgage,Married,Other,0.432,1
LN6076,51,32922.6,Salaried,817.0,15006.8,12,1,Rent,Married,Medical,0.543,0
LN6077,29,58075.37,Unemployed,626.0,11909.19,12,3,Rent,Single,Medical,0.168,1
LN6078,49,33557.1,Salaried,635.0,20986.19,24,0,Rent,Single,Education,0.597,0
LN6079,34,22400.2,Self-Employed,690.0,13663.92,48,1,Own,Married,Debt Consolidation,0.663,0
LN6080,60,25032.81,Salaried,650.0,19227.52,36,3,Own,Married,Debt Consolidation,0.772,1
LN6081,61,21990.59,Salaried,597.0,23798.79,12,1,Rent,Divorced,Debt Consolidation,1.018,1
LN6082,42,55478.78,Salaried,537.0,9609.07,48,1,Mortgage,Divorced,Education,0.162,0
LN6083,31,52849.46,Salaried,665.0,8092.99,36,1,Mortgage,Divorced,Debt Consolidation,0.184,0
LN6084,43,51547.55,Salaried,684.0,4752.68,60,1,Mortgage,Single,Medical,0.119,0
LN6085,21,65766.5,Business Owner,713.0,14379.18,36,2,Own,Divorced,Home Improvement,0.213,1
LN6086,57,88963.32,Salaried,822.0,17522.8,24,1,Rent,Married,Home Improvement,0.161,0
LN6087,41,36456.2,Salaried,454.0,6038.02,36,1,Mortgage,Single,Home Improvement,0.136,0
LN6088,46,60068.37,Salaried,644.0,31326.76,36,1,Rent,Married,Debt Consolidation,0.615,1
LN6089,56,22252.11,Business Owner,757.0,8156.73,12,0,Rent,Single,Home Improvement,0.394,0
LN6090,43,97670.5,Salaried,639.0,3781.59,12,2,Own,Single,Other,0.046,0
LN6091,21,26306.84,Self-Employed,440.0,32757.71,12,2,Rent,Married,Debt Consolidation,1.43,1
LN6092,60,34370.69,Salaried,534.0,4089.55,24,2,Mortgage,Married,Other,0.149,0
LN6093,35,36357.12,Salaried,680.0,23825.39,36,2,Rent,Single,Medical,0.814,1
LN6094,41,22853.61,Salaried,676.0,20592.28,36,3,Own,Married,Other,1.076,1
LN6095,29,49825.78,Business Owner,711.0,16183.26,12,2,Rent,Divorced,Medical,0.337,0
LN6096,29,54554.31,Salaried,580.0,9762.8,36,2,Mortgage,Married,Education,0.171,0
LN6097,30,44591.26,Salaried,673.0,18064.04,36,1,Rent,Single,Education,0.427,0
LN6098,46,22694.46,Salaried,565.0,25061.57,24,3,Rent,Single,Other,1.161,1
LN6099,61,132150.03,Business Owner,673.0,7394.66,12,1,Mortgage,Single,Business,0.062,0
LN6100,55,64512.57,Salaried,655.0,24000.36,12,3,Rent,Divorced,Medical,0.332,0
LN6101,45,182976.14,Salaried,576.0,23354.03,24,1,Mortgage,Married,Debt Consolidation,0.144,0
LN6102,46,32775.79,Salaried,790.0,15927.95,24,1,Own,Married,Business,0.5,0
LN6103,31,79137.42,Salaried,496.0,9674.17,24,1,Rent,Married,Medical,0.136,0
LN6104,58,72376.5,Self-Employed,637.0,23418.33,36,1,Rent,Divorced,Debt Consolidation,0.298,0
LN6105,22,42391.89,Self-Employed,574.0,18123.92,36,2,Mortgage,Married,Medical,0.435,0
LN6106,27,99262.73,Salaried,815.0,7262.1,24,0,Mortgage,Married,Medical,0.066,0
LN6107,38,40026.42,Salaried,704.0,10717.0,24,0,Rent,Single,Debt Consolidation,0.331,0
LN6108,47,40927.37,Salaried,592.0,21838.57,36,3,Rent,Single,Medical,0.557,1
LN6109,54,15000.0,Salaried,625.0,14310.49,48,4,Own,Divorced,Medical,0.87,1
LN6110,47,60145.03,Salaried,818.0,25631.82,48,1,Own,Divorced,Medical,0.35,0
LN6111,37,25266.76,Business Owner,565.0,10883.6,36,0,Rent,Divorced,Education,0.49,0
LN6112,63,37221.41,Unemployed,491.0,7332.43,24,3,Rent,Divorced,Home Improvement,0.179,0
LN6113,64,29345.37,Unemployed,676.0,49819.49,24,0,Rent,Married,Medical,1.48,1
LN6114,44,40818.24,Business Owner,678.0,4872.99,48,0,Mortgage,Married,Debt Consolidation,0.127,0
LN6115,45,61202.3,Self-Employed,710.0,9898.08,12,1,Rent,Married,Other,0.153,0
LN6116,27,49294.65,Self-Employed,711.0,15801.32,60,1,Rent,Married,Medical,0.362,0
LN6117,26,69899.98,Salaried,809.0,24140.6,36,3,Mortgage,Single,Education,0.324,0
LN6118,44,92301.42,Self-Employed,495.0,19690.07,36,0,Mortgage,Single,Education,0.258,1
LN6119,53,40765.93,Salaried,542.0,53463.55,12,2,Rent,Divorced,Other,1.251,1
LN6120,49,38588.76,Salaried,710.0,12449.56,36,1,Mortgage,Single,Medical,0.418,1
LN6121,63,79131.3,Business Owner,550.0,7912.59,36,2,Rent,Divorced,Business,0.11,0
LN6122,42,82332.7,Salaried,519.0,11709.81,12,0,Rent,Single,Other,0.174,0
LN6123,46,70990.08,Salaried,818.0,11026.03,24,1,Rent,Single,Home Improvement,0.13,0
