StudentID,Gender,ParentalEducation,LunchType,TestPrepCourse,StudyHoursWeekly,AttendanceRate,ExtracurricularActivity,SleepHours,MathScore,ReadingScore,WritingScore,AverageScore
STU3741,Female,Associate's Degree,Free/Reduced,Not Completed,11.5,77.5,Yes,8.5,84.3,77.1,80.9,80.8
STU3742,Female,Bachelor's Degree,Free/Reduced,Not Completed,12.0,97.5,Yes,7.6,90.0,93.2,98.8,94.0
STU3743,Male,Bachelor's Degree,Standard,Completed,23.9,95.7,Yes,7.9,100.0,100.0,100.0,100.0
STU3744,Male,Bachelor's Degree,Standard,Completed,9.3,78.4,No,6.6,100.0,100.0,98.9,99.6
STU3745,Female,Associate's Degree,Standard,Completed,4.7,83.4,No,8.4,91.3,95.4,86.2,91.0
STU3746,Male,High School,Standard,Not Completed,5.5,79.7,No,7.5,77.0,72.5,81.0,76.8
STU3747,Male,Associate's Degree,Standard,Not Completed,5.9,80.8,No,5.2,76.8,84.4,72.7,78.0
STU3748,Male,Master's Degree,Standard,Not Completed,5.3,76.4,No,7.3,82.9,81.4,71.8,78.7
STU3749,Female,High School,Standard,Not Completed,19.2,78.8,No,4.4,94.2,100.0,88.1,94.1
STU3750,Female,Bachelor's Degree,Standard,Not Completed,11.6,78.4,No,7.9,94.5,84.9,98.0,92.5
STU3751,Male,Associate's Degree,Standard,Not Completed,2.4,62.6,Yes,6.7,62.3,66.7,65.0,64.7
STU3752,Female,Associate's Degree,Free/Reduced,Completed,10.6,88.1,No,9.3,87.4,96.2,96.2,93.3
STU3753,Female,Bachelor's Degree,Free/Reduced,Not Completed,3.9,68.6,No,7.6,77.3,81.6,79.7,79.5
STU3754,Female,Associate's Degree,Standard,Completed,11.9,61.2,Yes,8.1,85.8,78.9,73.5,79.4
STU3755,Female,Bachelor's Degree,Free/Reduced,Completed,14.7,89.8,Yes,5.7,95.3,100.0,100.0,98.4
STU3756,Female,Master's Degree,Standard,Completed,6.9,85.7,No,7.8,92.3,94.6,87.3,91.4
STU3757,Male,Associate's Degree,Standard,Completed,5.5,64.7,Yes,6.2,70.7,73.4,82.8,75.6
STU3758,Male,High School,Standard,Not Completed,17.6,88.5,No,8.3,84.1,80.2,87.0,83.8
STU3759,Male,Associate's Degree,Standard,Not Completed,5.0,90.2,Yes,5.7,51.8,54.6,57.4,54.6
STU3760,Female,Master's Degree,Free/Reduced,Completed,4.7,51.2,No,7.1,66.5,74.1,66.2,68.9
STU3761,Female,High School,Free/Reduced,Not Completed,4.2,76.2,No,5.6,50.0,62.5,51.3,54.6
STU3762,Male,Associate's Degree,Standard,Not Completed,7.6,72.8,Yes,7.2,76.8,80.7,83.0,80.2
STU3763,Female,Associate's Degree,Standard,Completed,9.3,84.0,Yes,9.4,94.8,91.4,92.3,92.8
STU3764,Male,Bachelor's Degree,Standard,Not Completed,13.6,87.6,No,7.9,94.5,90.4,98.8,94.6
STU3765,Male,High School,Standard,Completed,10.9,84.7,No,7.0,71.0,81.5,80.4,77.6
STU3766,Male,Bachelor's Degree,Standard,Not Completed,10.8,73.7,No,4.0,69.2,80.3,66.4,72.0
STU3767,Female,Master's Degree,Standard,Not Completed,16.0,90.6,Yes,6.4,94.9,94.3,98.7,96.0
STU3768,Female,High School,Free/Reduced,Completed,4.1,85.5,Yes,7.6,77.8,84.2,68.2,76.7
STU3769,Male,High School,Free/Reduced,Completed,2.8,71.3,Yes,6.4,68.3,66.9,69.6,68.3
STU3770,Male,Master's Degree,Standard,Not Completed,11.2,92.8,No,8.7,88.2,89.0,100.0,92.4
STU3771,Male,High School,Free/Reduced,Not Completed,7.4,91.1,Yes,7.1,79.0,87.1,81.7,82.6
STU3772,Male,Bachelor's Degree,Standard,Completed,13.7,47.7,Yes,8.3,94.9,84.5,73.1,84.2
STU3773,Female,Associate's Degree,Standard,Not Completed,7.8,92.8,Yes,7.2,67.3,72.5,70.7,70.2
STU3774,Female,High School,Standard,Not Completed,5.4,79.3,Yes,6.7,75.9,76.4,83.9,78.7
STU3775,Male,Bachelor's Degree,Standard,Not Completed,11.3,52.5,No,6.4,92.5,76.0,79.9,82.8
STU3776,Male,Associate's Degree,Free/Reduced,Not Completed,8.4,76.9,Yes,5.8,76.0,70.7,83.0,76.6
STU3777,Female,Associate's Degree,Standard,Not Completed,7.8,83.5,No,8.3,88.9,82.2,73.9,81.7
STU3778,Female,Associate's Degree,Standard,Not Completed,26.3,88.3,No,6.5,100.0,100.0,100.0,100.0
STU3779,Male,Associate's Degree,Standard,Not Completed,15.3,92.4,Yes,7.6,68.2,87.0,76.0,77.1
STU3780,Male,High School,Standard,Completed,12.1,73.0,No,6.4,90.5,99.8,100.0,96.8
STU3781,Male,Associate's Degree,Free/Reduced,Completed,8.6,96.0,No,5.7,78.4,87.4,79.6,81.8
STU3782,Female,Master's Degree,Standard,Completed,8.1,95.0,No,7.7,74.2,90.9,72.1,79.1
STU3783,Female,High School,Standard,Not Completed,6.6,85.4,Yes,6.1,56.8,63.3,69.8,63.3
STU3784,Female,Bachelor's Degree,Standard,Not Completed,9.1,92.5,Yes,6.5,81.7,77.0,76.8,78.5
STU3785,Male,High School,Standard,Completed,5.8,54.8,Yes,5.5,78.5,88.0,83.7,83.4
STU3786,Male,Bachelor's Degree,Standard,Not Completed,3.5,90.0,No,6.4,84.9,93.2,77.8,85.3
STU3787,Female,High School,Free/Reduced,Not Completed,7.8,83.3,No,7.0,78.5,73.6,71.9,74.7
STU3788,Female,Master's Degree,Standard,Completed,9.5,76.9,No,6.7,86.2,86.0,89.1,87.1
STU3789,Male,Associate's Degree,Free/Reduced,Not Completed,13.7,82.5,Yes,8.0,79.4,69.4,70.5,73.1
STU3790,Female,High School,Free/Reduced,Completed,4.7,48.3,Yes,7.2,59.3,74.1,70.2,67.9
STU3791,Female,High School,Free/Reduced,Completed,8.2,78.7,No,10.0,69.8,79.1,65.1,71.3
STU3792,Male,High School,Standard,Not Completed,10.8,95.8,No,7.5,95.0,100.0,90.2,95.1
STU3793,Female,Associate's Degree,Standard,Not Completed,10.7,49.3,No,4.9,70.5,70.8,69.5,70.3
STU3794,Male,High School,Standard,Completed,18.7,91.1,Yes,6.7,96.6,98.6,96.5,97.2
STU3795,Male,Bachelor's Degree,Free/Reduced,Not Completed,6.7,92.8,Yes,6.8,88.1,85.3,89.2,87.5
STU3796,Male,Associate's Degree,Standard,Not Completed,4.5,72.2,Yes,6.3,81.2,84.5,79.3,81.7
STU3797,Male,High School,Standard,Completed,8.5,87.8,Yes,7.1,77.4,83.2,72.4,77.7
STU3798,Male,Associate's Degree,Standard,Completed,6.9,78.9,Yes,6.2,66.3,75.2,73.9,71.8
STU3799,Male,Bachelor's Degree,Standard,Not Completed,6.2,70.7,Yes,7.4,78.3,75.4,80.7,78.1
STU3800,Male,High School,Standard,Completed,5.7,82.3,Yes,4.7,82.4,80.2,68.4,77.0
STU3801,Female,High School,Standard,Not Completed,9.5,70.9,Yes,8.4,80.9,83.2,82.2,82.1
STU3802,Male,High School,Free/Reduced,Not Completed,5.2,79.7,Yes,5.1,70.8,63.4,63.9,66.0
STU3803,Male,Bachelor's Degree,Standard,Not Completed,12.1,90.2,No,6.7,82.8,87.3,82.1,84.1
STU3804,Female,Bachelor's Degree,Standard,Completed,11.8,79.4,Yes,6.1,95.8,91.6,88.4,91.9
STU3805,Female,Associate's Degree,Standard,Not Completed,10.0,79.2,No,7.4,74.3,72.9,72.0,73.1
STU3806,Female,Bachelor's Degree,Standard,Not Completed,4.1,73.5,No,6.8,81.8,81.6,64.6,76.0
STU3807,Male,Bachelor's Degree,Standard,Completed,9.3,74.1,No,7.3,75.3,76.0,82.1,77.8
STU3808,Female,Associate's Degree,Free/Reduced,Completed,14.2,92.2,No,8.3,100.0,100.0,97.1,99.0
STU3809,Male,Bachelor's Degree,Standard,Completed,12.6,89.1,Yes,7.9,100.0,100.0,93.9,98.0
STU3810,Male,High School,Free/Reduced,Not Completed,11.6,89.0,No,7.0,85.5,83.6,86.7,85.3
STU3811,Male,High School,Standard,Not Completed,8.1,75.4,No,7.6,63.9,68.6,53.7,62.1
STU3812,Male,High School,Standard,Completed,7.9,80.3,No,9.4,81.9,88.4,72.2,80.8
STU3813,Female,High School,Free/Reduced,Not Completed,15.5,96.6,Yes,8.0,72.3,85.0,91.2,82.8
STU3814,Female,Associate's Degree,Standard,Completed,9.4,86.6,Yes,6.6,97.8,94.2,88.8,93.6
STU3815,Male,Master's Degree,Standard,Not Completed,9.5,84.1,Yes,8.5,89.2,94.2,87.5,90.3
STU3816,Male,High School,Standard,Completed,30.5,90.8,No,7.5,100.0,100.0,100.0,100.0
STU3817,Male,High School,Standard,Not Completed,6.6,86.4,No,5.8,61.1,74.9,65.8,67.3
STU3818,Female,Associate's Degree,Free/Reduced,Not Completed,1.5,86.8,Yes,6.8,76.8,84.8,72.6,78.1
STU3819,Male,Master's Degree,Standard,Not Completed,7.2,91.9,No,5.2,75.8,81.2,74.6,77.2
STU3820,Male,High School,Free/Reduced,Completed,7.5,90.8,No,4.3,67.9,71.1,67.4,68.8
STU3821,Female,Associate's Degree,Free/Reduced,Completed,9.4,92.7,Yes,5.9,69.5,88.9,81.9,80.1
STU3822,Female,High School,Standard,Not Completed,10.6,84.8,No,7.1,84.1,92.4,85.9,87.5
STU3823,Male,High School,Free/Reduced,Completed,1.7,66.0,No,7.2,62.7,59.3,55.3,59.1
STU3824,Female,Master's Degree,Standard,Completed,10.7,88.6,Yes,5.3,100.0,100.0,100.0,100.0
STU3825,Female,Master's Degree,Free/Reduced,Completed,7.7,84.4,No,4.1,72.6,69.2,78.5,73.4
STU3826,Male,High School,Standard,Not Completed,6.8,48.8,Yes,8.8,80.4,87.4,84.8,84.2
STU3827,Female,Master's Degree,Free/Reduced,Not Completed,2.5,77.8,No,7.1,75.6,94.3,87.7,85.9
STU3828,Male,Associate's Degree,Standard,Not Completed,17.2,56.8,No,8.9,81.3,82.6,75.5,79.8
STU3829,Female,Bachelor's Degree,Standard,Completed,6.1,79.8,No,8.8,65.6,80.8,73.0,73.1
STU3830,Male,Associate's Degree,Standard,Completed,11.7,79.3,Yes,7.9,94.8,96.0,94.0,94.9
STU3831,Male,Associate's Degree,Free/Reduced,Not Completed,4.7,71.7,Yes,7.1,61.7,71.3,71.6,68.2
STU3832,Male,Associate's Degree,Standard,Not Completed,9.6,60.8,Yes,6.5,75.5,76.0,67.8,73.1
STU3833,Female,Bachelor's Degree,Standard,Completed,6.8,93.5,No,7.9,100.0,100.0,97.4,99.1
STU3834,Male,High School,Free/Reduced,Not Completed,11.5,66.7,Yes,6.8,63.6,70.8,67.0,67.1
STU3835,Female,High School,Free/Reduced,Completed,6.7,76.9,No,6.3,73.9,74.7,68.7,72.4
STU3836,Male,High School,Free/Reduced,Not Completed,4.5,88.9,Yes,4.5,52.9,65.8,60.6,59.8
STU3837,Male,Bachelor's Degree,Free/Reduced,Completed,7.9,91.9,Yes,6.9,63.3,60.5,66.2,63.3
STU3838,Female,High School,Free/Reduced,Not Completed,7.7,89.5,Yes,8.3,68.9,82.5,70.3,73.9
STU3839,Male,Bachelor's Degree,Free/Reduced,Not Completed,9.2,96.8,No,8.5,80.3,79.4,73.1,77.6
STU3840,Male,Master's Degree,Standard,Not Completed,13.4,60.4,No,7.1,97.8,97.4,93.4,96.2
STU3841,Female,High School,Standard,Completed,3.9,89.4,Yes,5.9,85.3,83.5,87.4,85.4
STU3842,Male,Bachelor's Degree,Free/Reduced,Not Completed,13.1,52.6,Yes,8.1,80.0,84.6,81.8,82.1
STU3843,Male,Associate's Degree,Standard,Not Completed,3.5,78.8,No,7.0,79.0,73.2,75.1,75.8
STU3844,Male,Bachelor's Degree,Standard,Completed,11.2,91.2,Yes,6.6,90.0,100.0,88.8,92.9
STU3845,Male,High School,Standard,Not Completed,11.4,72.0,No,5.3,65.1,76.8,72.7,71.5
STU3846,Female,Bachelor's Degree,Free/Reduced,Not Completed,5.9,89.0,No,9.5,71.2,79.3,73.2,74.6
STU3847,Female,Bachelor's Degree,Standard,Not Completed,4.8,96.0,No,7.9,86.6,100.0,86.0,90.9
STU3848,Male,Master's Degree,Standard,Not Completed,4.7,64.4,No,8.0,88.2,87.6,93.3,89.7
STU3849,Female,Bachelor's Degree,Standard,Completed,8.4,84.1,No,6.0,88.8,84.9,91.9,88.5
STU3850,Male,Associate's Degree,Standard,Not Completed,11.9,78.2,No,7.1,83.6,94.1,84.9,87.5
STU3851,Female,Associate's Degree,Standard,Completed,7.3,98.8,No,6.9,80.8,91.8,85.8,86.1
STU3852,Male,Bachelor's Degree,Standard,Not Completed,1.4,77.0,No,7.9,78.3,84.6,72.0,78.3
STU3853,Male,Associate's Degree,Standard,Not Completed,5.7,62.9,Yes,8.6,65.9,86.0,85.3,79.1
STU3854,Male,High School,Free/Reduced,Not Completed,5.6,87.2,No,5.3,44.7,52.4,53.4,50.2
STU3855,Male,Master's Degree,Standard,Completed,10.6,97.7,Yes,5.7,100.0,100.0,100.0,100.0
STU3856,Male,Bachelor's Degree,Free/Reduced,Completed,10.9,96.4,No,7.8,95.6,100.0,100.0,98.5
STU3857,Male,Bachelor's Degree,Free/Reduced,Not Completed,8.8,63.8,No,6.4,74.3,59.5,64.6,66.1
STU3858,Female,High School,Standard,Not Completed,13.1,77.4,Yes,8.0,94.7,95.8,95.5,95.3
STU3859,Male,Bachelor's Degree,Free/Reduced,Not Completed,13.6,55.8,Yes,6.6,63.4,71.0,66.0,66.8
STU3860,Female,Associate's Degree,Standard,Not Completed,5.9,87.4,No,5.5,68.3,78.0,74.5,73.6
STU3861,Male,Bachelor's Degree,Free/Reduced,Not Completed,4.6,90.0,No,4.9,65.2,71.9,69.7,68.9
STU3862,Female,High School,Standard,Completed,7.6,68.9,No,7.6,71.0,81.2,81.4,77.9
STU3863,Female,Bachelor's Degree,Free/Reduced,Completed,8.7,92.9,No,7.6,89.8,96.1,90.6,92.2
STU3864,Female,Master's Degree,Standard,Completed,5.7,85.0,Yes,8.2,97.2,98.1,85.7,93.7
STU3865,Male,High School,Standard,Completed,34.5,91.6,No,7.4,99.8,100.0,100.0,99.9
STU3866,Male,Master's Degree,Standard,Not Completed,16.7,67.7,Yes,4.0,98.5,100.0,100.0,99.5
STU3867,Female,Associate's Degree,Free/Reduced,Not Completed,5.4,67.5,No,7.6,66.9,75.9,64.5,69.1
STU3868,Male,Bachelor's Degree,Free/Reduced,Not Completed,4.0,84.7,Yes,5.3,78.4,76.0,73.1,75.8
STU3869,Female,Bachelor's Degree,Standard,Completed,5.1,91.2,No,4.8,83.6,100.0,92.0,91.9
STU3870,Male,Associate's Degree,Standard,Completed,13.7,77.7,Yes,4.6,93.2,87.0,86.5,88.9
STU3871,Female,Bachelor's Degree,Standard,Completed,13.9,95.2,Yes,4.5,97.1,100.0,96.3,97.8
STU3872,Female,Bachelor's Degree,Free/Reduced,Completed,16.8,90.2,No,7.3,97.6,100.0,99.1,98.9
STU3873,Male,Associate's Degree,Standard,Not Completed,4.5,93.8,Yes,6.1,87.2,88.3,94.8,90.1
STU3874,Female,High School,Free/Reduced,Completed,10.6,97.7,Yes,5.2,67.1,71.1,74.6,70.9
STU3875,Male,Bachelor's Degree,Standard,Not Completed,4.8,93.4,No,7.0,78.7,79.1,73.1,77.0
STU3876,Female,Bachelor's Degree,Standard,Completed,18.8,86.2,No,5.7,84.3,79.4,82.8,82.2
STU3877,Female,Bachelor's Degree,Standard,Not Completed,4.6,58.2,Yes,8.2,76.4,81.8,76.5,78.2
STU3878,Male,Bachelor's Degree,Standard,Not Completed,3.4,97.4,No,8.7,64.5,66.6,84.5,71.9
STU3879,Male,Associate's Degree,Standard,Completed,3.8,69.1,No,6.7,71.6,76.4,72.5,73.5
STU3880,Male,Bachelor's Degree,Standard,Not Completed,8.0,75.0,Yes,8.7,93.0,92.2,94.3,93.2
STU3881,Female,High School,Free/Reduced,Not Completed,11.8,66.7,Yes,8.7,73.6,73.7,72.2,73.2
STU3882,Male,Associate's Degree,Standard,Not Completed,11.3,78.1,Yes,7.1,77.5,73.1,79.0,76.5
STU3883,Female,High School,Standard,Completed,3.9,73.3,No,9.1,65.0,66.1,75.4,68.8
STU3884,Female,High School,Standard,Not Completed,6.3,83.0,Yes,6.3,73.7,70.5,70.5,71.6
STU3885,Male,Associate's Degree,Standard,Not Completed,5.8,88.8,Yes,4.7,95.7,100.0,100.0,98.6
STU3886,Male,Associate's Degree,Standard,Not Completed,3.6,82.5,No,5.1,47.6,59.3,50.5,52.5
STU3887,Female,Bachelor's Degree,Standard,Not Completed,5.7,70.7,No,6.2,74.8,90.4,93.7,86.3
STU3888,Female,Associate's Degree,Standard,Not Completed,16.4,92.9,Yes,7.6,100.0,100.0,100.0,100.0
STU3889,Male,Associate's Degree,Standard,Not Completed,3.2,92.7,No,5.6,79.3,81.6,81.3,80.7
STU3890,Male,High School,Standard,Not Completed,9.1,62.2,Yes,6.2,82.5,72.2,74.6,76.4
STU3891,Male,Associate's Degree,Standard,Not Completed,16.6,83.5,Yes,5.5,72.3,78.6,71.3,74.1
STU3892,Male,High School,Standard,Not Completed,16.2,94.1,No,6.2,100.0,100.0,100.0,100.0
STU3893,Male,High School,Standard,Not Completed,19.2,79.2,No,8.6,88.5,90.1,96.0,91.5
STU3894,Female,Associate's Degree,Free/Reduced,Not Completed,9.6,81.6,Yes,7.4,67.3,63.0,67.1,65.8
STU3895,Female,Bachelor's Degree,Standard,Not Completed,10.4,83.7,No,6.3,91.0,87.8,78.5,85.8
STU3896,Female,Associate's Degree,Free/Reduced,Completed,5.8,78.0,No,8.5,69.3,71.5,66.3,69.0
STU3897,Female,Associate's Degree,Standard,Not Completed,3.2,85.6,Yes,7.0,47.8,51.9,48.7,49.5
STU3898,Male,Associate's Degree,Free/Reduced,Not Completed,7.3,86.5,No,7.2,71.8,64.6,67.4,67.9
STU3899,Male,Bachelor's Degree,Free/Reduced,Not Completed,14.7,97.4,Yes,8.4,92.3,83.8,91.1,89.1
STU3900,Male,Associate's Degree,Standard,Not Completed,1.4,85.7,No,6.6,77.1,67.4,74.4,73.0
STU3901,Female,Associate's Degree,Free/Reduced,Completed,6.0,97.0,No,8.1,73.7,79.2,75.9,76.3
STU3902,Female,High School,Standard,Not Completed,11.0,72.2,Yes,8.0,91.9,99.6,90.7,94.1
STU3903,Male,High School,Standard,Completed,8.0,84.7,Yes,6.8,87.9,93.5,91.3,90.9
STU3904,Male,Associate's Degree,Free/Reduced,Not Completed,15.7,80.8,Yes,5.3,82.1,87.6,80.2,83.3
STU3905,Female,Associate's Degree,Free/Reduced,Not Completed,13.8,88.6,Yes,7.0,82.5,78.3,91.1,84.0
STU3906,Female,Associate's Degree,Standard,Not Completed,2.9,75.4,Yes,8.4,80.6,78.6,76.9,78.7
STU3907,Male,Associate's Degree,Standard,Completed,8.4,95.6,Yes,8.0,85.2,86.6,96.7,89.5
STU3908,Male,Associate's Degree,Standard,Not Completed,4.9,86.7,No,9.1,64.2,63.3,63.6,63.7
STU3909,Female,Bachelor's Degree,Standard,Completed,4.9,73.0,Yes,6.4,84.9,86.7,79.7,83.8
STU3910,Male,Bachelor's Degree,Free/Reduced,Completed,3.1,68.1,No,7.9,80.4,83.0,78.0,80.5
STU3911,Male,Bachelor's Degree,Standard,Completed,9.2,65.1,No,5.8,94.1,89.3,94.8,92.7
STU3912,Male,Master's Degree,Standard,Completed,15.8,64.3,No,7.2,100.0,100.0,100.0,100.0
STU3913,Female,High School,Standard,Not Completed,9.7,70.8,No,8.3,79.1,78.3,76.6,78.0
STU3914,Female,High School,Standard,Not Completed,2.9,91.4,Yes,8.1,86.5,77.9,72.6,79.0
STU3915,Female,High School,Standard,Completed,7.8,73.0,Yes,7.1,93.7,81.5,90.8,88.7
STU3916,Female,Associate's Degree,Standard,Not Completed,10.7,85.5,No,6.7,74.6,95.3,80.1,83.3
STU3917,Female,Bachelor's Degree,Free/Reduced,Completed,7.4,67.0,No,5.8,83.2,97.6,95.9,92.2
STU3918,Female,High School,Free/Reduced,Not Completed,9.6,75.9,No,6.7,78.9,71.6,78.1,76.2
STU3919,Female,Master's Degree,Standard,Not Completed,5.2,77.6,No,5.4,88.1,88.9,90.0,89.0
STU3920,Male,High School,Free/Reduced,Not Completed,6.9,77.2,No,6.6,60.0,62.5,60.4,61.0
STU3921,Male,Master's Degree,Free/Reduced,Not Completed,6.6,79.1,No,4.8,65.8,69.2,69.6,68.2
STU3922,Male,Associate's Degree,Free/Reduced,Not Completed,17.4,83.0,No,5.4,71.4,76.2,71.5,73.0
STU3923,Male,High School,Standard,Completed,4.0,81.7,Yes,8.0,75.9,84.6,83.8,81.4
STU3924,Male,Associate's Degree,Standard,Not Completed,1.5,89.8,Yes,7.9,91.1,93.7,84.2,89.7
STU3925,Male,High School,Standard,Completed,16.8,70.2,No,6.7,83.7,90.5,86.9,87.0
STU3926,Male,High School,Standard,Not Completed,8.6,86.9,Yes,7.1,88.8,89.1,77.2,85.0
STU3927,Female,High School,Standard,Not Completed,3.4,85.6,Yes,7.2,55.6,66.7,56.9,59.7
STU3928,Female,Bachelor's Degree,Standard,Not Completed,13.2,82.8,Yes,7.6,100.0,100.0,100.0,100.0
STU3929,Male,Associate's Degree,Standard,Completed,11.1,67.9,No,7.4,72.0,69.0,73.0,71.3
STU3930,Male,High School,Free/Reduced,Not Completed,19.0,91.0,Yes,5.4,92.6,84.3,91.6,89.5
STU3931,Female,Associate's Degree,Standard,Completed,9.0,70.3,No,4.1,87.7,86.0,88.3,87.3
STU3932,Male,Bachelor's Degree,Standard,Not Completed,26.4,95.4,Yes,5.8,100.0,100.0,100.0,100.0
STU3933,Male,High School,Free/Reduced,Completed,7.5,81.7,Yes,6.8,73.2,66.6,72.7,70.8
STU3934,Female,Associate's Degree,Free/Reduced,Completed,11.1,82.2,Yes,8.2,80.3,73.7,74.1,76.0
STU3935,Male,High School,Free/Reduced,Not Completed,12.0,69.8,Yes,7.3,99.7,86.4,83.3,89.8
STU3936,Female,High School,Free/Reduced,Not Completed,35.0,94.5,No,7.6,100.0,100.0,100.0,100.0
STU3937,Male,Bachelor's Degree,Standard,Completed,6.1,74.1,Yes,5.9,92.4,93.0,80.7,88.7
STU3938,Female,High School,Free/Reduced,Completed,6.0,92.9,Yes,6.9,92.7,84.7,88.8,88.7
STU3939,Female,Associate's Degree,Standard,Not Completed,12.2,71.6,No,7.1,74.0,73.5,64.7,70.7
STU3940,Female,Bachelor's Degree,Standard,Not Completed,3.2,85.6,No,6.1,64.3,59.8,69.0,64.4
STU3941,Male,High School,Standard,Not Completed,4.9,85.2,Yes,5.7,65.4,61.5,60.6,62.5
STU3942,Female,Associate's Degree,Standard,Completed,7.3,73.7,Yes,6.7,84.0,73.4,81.3,79.6
STU3943,Male,High School,Standard,Completed,18.7,45.5,No,7.8,93.4,90.6,85.6,89.9
STU3944,Male,Master's Degree,Standard,Completed,12.2,66.1,No,5.9,85.4,93.6,85.1,88.0
STU3945,Male,Associate's Degree,Free/Reduced,Completed,8.4,73.7,Yes,6.8,80.4,91.1,92.1,87.9
STU3946,Male,Bachelor's Degree,Standard,Not Completed,5.7,96.4,No,8.6,86.3,85.5,74.9,82.2
STU3947,Female,Associate's Degree,Standard,Not Completed,22.8,87.0,Yes,6.4,89.2,90.2,96.2,91.9
STU3948,Female,High School,Free/Reduced,Completed,7.7,77.4,Yes,7.0,75.8,88.5,78.1,80.8
STU3949,Male,Associate's Degree,Standard,Completed,4.9,92.6,No,6.9,72.2,92.9,81.2,82.1
STU3950,Male,Master's Degree,Standard,Completed,25.1,85.7,No,6.8,100.0,100.0,100.0,100.0
STU3951,Female,Associate's Degree,Free/Reduced,Not Completed,3.3,76.9,Yes,9.0,70.6,60.4,62.2,64.4
STU3952,Male,Bachelor's Degree,Standard,Not Completed,16.1,77.5,No,7.4,91.3,91.0,100.0,94.1
STU3953,Female,Bachelor's Degree,Standard,Completed,8.1,77.8,Yes,5.1,72.3,80.0,75.3,75.9
STU3954,Male,High School,Free/Reduced,Completed,12.1,85.6,Yes,8.8,90.7,100.0,87.3,92.7
STU3955,Male,High School,Standard,Not Completed,10.9,55.3,Yes,7.3,80.5,86.7,76.7,81.3
STU3956,Female,Associate's Degree,Standard,Not Completed,12.0,90.4,Yes,6.6,78.6,86.3,71.8,78.9
STU3957,Male,Associate's Degree,Free/Reduced,Not Completed,26.4,85.9,No,8.6,100.0,100.0,100.0,100.0
STU3958,Female,Bachelor's Degree,Free/Reduced,Completed,24.2,80.4,No,6.1,100.0,100.0,93.0,97.7
STU3959,Male,Master's Degree,Standard,Completed,5.1,78.3,Yes,9.1,81.5,87.2,83.4,84.0
STU3960,Male,Associate's Degree,Standard,Not Completed,10.7,77.3,No,7.1,71.9,76.4,72.2,73.5
STU3961,Male,High School,Standard,Completed,2.2,77.3,No,8.2,63.8,58.8,65.7,62.8
STU3962,Female,Bachelor's Degree,Standard,Completed,12.8,72.4,No,10.0,87.1,100.0,97.7,94.9
STU3963,Male,High School,Standard,Not Completed,14.5,62.7,No,7.2,94.0,100.0,87.4,93.8
STU3964,Male,Bachelor's Degree,Standard,Completed,1.5,93.0,Yes,6.9,80.3,76.4,68.0,74.9
STU3965,Male,Associate's Degree,Free/Reduced,Not Completed,7.9,85.1,No,5.7,58.8,70.9,55.7,61.8
STU3966,Male,Bachelor's Degree,Standard,Completed,12.1,85.3,No,6.9,70.3,89.3,77.8,79.1
STU3967,Female,High School,Standard,Completed,9.8,89.7,No,5.8,62.0,68.9,70.7,67.2
STU3968,Female,Associate's Degree,Standard,Not Completed,3.4,74.6,No,6.8,79.3,79.4,69.1,75.9
STU3969,Male,Associate's Degree,Free/Reduced,Completed,3.7,81.5,Yes,10.0,61.7,69.4,68.5,66.5
STU3970,Female,Associate's Degree,Standard,Not Completed,7.3,69.0,No,7.1,76.2,71.0,72.1,73.1
STU3971,Male,High School,Standard,Not Completed,6.1,68.4,Yes,6.3,75.4,73.3,66.7,71.8
STU3972,Male,Bachelor's Degree,Free/Reduced,Completed,6.5,81.9,Yes,6.7,76.5,79.7,77.0,77.7
STU3973,Male,Bachelor's Degree,Standard,Not Completed,3.1,88.2,Yes,6.5,78.6,67.2,73.9,73.2
STU3974,Female,High School,Standard,Completed,8.2,70.0,No,8.3,74.7,93.1,81.7,83.2
STU3975,Female,High School,Standard,Not Completed,18.7,99.4,Yes,6.9,89.5,88.2,89.1,88.9
STU3976,Female,High School,Standard,Completed,3.5,96.5,No,8.9,77.0,76.7,68.5,74.1
STU3977,Female,Associate's Degree,Standard,Not Completed,7.0,75.1,Yes,6.6,74.6,69.7,68.8,71.0
STU3978,Female,Associate's Degree,Standard,Completed,11.4,88.3,No,6.7,85.1,91.6,88.6,88.4
STU3979,Female,Associate's Degree,Standard,Not Completed,2.5,82.4,Yes,5.9,56.4,57.7,56.7,56.9
STU3980,Female,High School,Standard,Not Completed,8.2,71.4,No,6.5,65.2,64.9,67.4,65.8
STU3981,Female,Associate's Degree,Free/Reduced,Not Completed,14.2,73.9,No,4.9,61.8,82.4,71.3,71.8
STU3982,Female,Associate's Degree,Free/Reduced,Completed,4.1,86.0,Yes,4.4,61.6,68.7,71.7,67.3
STU3983,Male,Associate's Degree,Free/Reduced,Completed,8.7,86.7,Yes,7.7,82.9,85.3,78.5,82.2
STU3984,Female,Master's Degree,Free/Reduced,Not Completed,13.7,74.8,No,4.9,93.2,98.7,91.1,94.3
STU3985,Female,High School,Standard,Not Completed,25.6,82.1,No,7.5,100.0,100.0,100.0,100.0
STU3986,Female,Bachelor's Degree,Free/Reduced,Completed,8.4,94.7,No,6.4,100.0,100.0,100.0,100.0
STU3987,Female,Associate's Degree,Standard,Not Completed,5.0,80.4,Yes,8.1,70.2,75.2,68.7,71.4
